employee_id,tasks_completed,avg_task_duration,late_tasks,avg_work_hours,performance_score,late_ratio,productivity_score
1001,46,5.282608695652174,19,7.304347826086956,81.58695652173913,0.41304347826086957,60.48478260869565
1002,30,5.333333333333333,11,7.466666666666667,79.76666666666667,0.36666666666666664,54.93
1003,41,5.512195121951219,26,7.536585365853658,78.85365853658537,0.6341463414634146,51.03170731707317
1004,42,4.690476190476191,17,7.619047619047619,81.02380952380952,0.40476190476190477,58.96428571428571
1005,28,4.464285714285714,10,7.535714285714286,78.14285714285714,0.35714285714285715,53.92857142857143
1006,33,5.090909090909091,13,7.848484848484849,78.84848484848484,0.3939393939393939,55.03636363636363
1007,43,4.976744186046512,20,7.348837209302325,76.97674418604652,0.46511627906976744,56.33953488372094
1008,24,4.75,9,7.708333333333333,81.125,0.375,52.6875
1009,38,5.394736842105263,17,7.5,78.15789473684211,0.4473684210526316,55.22631578947369
1010,39,5.871794871794871,24,7.333333333333333,78.82051282051282,0.6153846153846154,50.78461538461538
1011,27,4.481481481481482,11,7.444444444444445,82.77777777777777,0.4074074074074074,53.41111111111111
1012,49,5.653061224489796,23,7.285714285714286,79.63265306122449,0.46938775510204084,59.408163265306115
1013,44,5.204545454545454,16,7.5227272727272725,78.68181818181819,0.36363636363636365,60.29545454545455
1014,24,5.458333333333333,15,7.875,76.33333333333333,0.625,43.75
1015,46,5.021739130434782,21,7.369565217391305,76.84782608695652,0.45652173913043476,57.75869565217391
1016,35,5.314285714285714,15,7.3428571428571425,82.25714285714285,0.42857142857142855,55.81999999999999
1017,38,5.315789473684211,19,7.394736842105263,79.97368421052632,0.5,54.1921052631579
1018,36,5.222222222222222,22,7.694444444444445,81.19444444444444,0.6111111111111112,50.425
1019,26,5.8076923076923075,16,7.269230769230769,78.03846153846153,0.6153846153846154,45.349999999999994
1020,36,4.833333333333333,14,7.305555555555555,78.02777777777777,0.3888888888888889,56.141666666666666
1021,29,4.931034482758621,11,7.620689655172414,78.55172413793103,0.3793103448275862,53.78620689655172
1022,20,5.5,10,7.25,80.45,0.5,47.135000000000005
1023,46,5.369565217391305,23,7.456521739130435,78.78260869565217,0.5,57.03478260869566
1024,21,5.285714285714286,9,7.904761904761905,82.04761904761905,0.42857142857142855,50.15714285714286
1025,46,4.869565217391305,21,7.521739130434782,79.26086956521739,0.45652173913043476,58.482608695652175
1026,41,5.146341463414634,16,7.365853658536586,77.34146341463415,0.3902439024390244,57.895121951219515
1027,29,4.793103448275862,8,7.896551724137931,84.62068965517241,0.27586206896551724,58.71034482758621
1028,29,4.689655172413793,11,7.551724137931035,78.86206896551724,0.3793103448275862,53.87931034482759
1029,40,5.075,22,7.525,82.25,0.55,54.175
1030,24,5.333333333333333,9,7.375,79.625,0.375,52.2375
1031,50,4.98,20,7.62,77.72,0.4,61.316
1032,35,5.142857142857143,18,7.571428571428571,78.54285714285714,0.5142857142857142,52.13428571428572
1033,24,4.833333333333333,10,7.583333333333333,82.45833333333333,0.4166666666666667,51.83749999999999
1034,37,4.513513513513513,14,7.702702702702703,78.8108108108108,0.3783783783783784,57.09189189189189
1035,22,4.7727272727272725,7,7.181818181818182,81.27272727272727,0.3181818181818182,53.63636363636364
1036,26,5.384615384615385,12,7.884615384615385,82.6923076923077,0.46153846153846156,51.36153846153846
1037,22,5.681818181818182,13,7.7272727272727275,79.22727272727273,0.5909090909090909,44.84090909090909
1038,38,5.473684210526316,18,7.684210526315789,78.73684210526316,0.47368421052631576,54.61052631578948
1039,21,4.380952380952381,8,7.476190476190476,77.33333333333333,0.38095238095238093,50.17142857142858
1040,34,4.970588235294118,14,7.735294117647059,82.5,0.4117647058823529,55.997058823529414
1041,34,4.970588235294118,19,7.323529411764706,79.88235294117646,0.5588235294117647,50.8
1042,41,4.414634146341464,15,7.487804878048781,80.95121951219512,0.36585365853658536,59.70975609756097
1043,32,5.21875,13,7.46875,79.59375,0.40625,54.490625
1044,38,5.447368421052632,22,7.657894736842105,78.26315789473684,0.5789473684210527,51.310526315789474
1045,44,5.409090909090909,21,7.7727272727272725,81.54545454545455,0.4772727272727273,57.74545454545455
1046,46,4.413043478260869,20,7.369565217391305,81.0,0.43478260869565216,59.65652173913044
1047,31,5.032258064516129,16,7.741935483870968,77.2258064516129,0.5161290322580645,50.08387096774193
1048,23,6.173913043478261,16,7.086956521739131,81.95652173913044,0.6956521739130435,42.91739130434783
1049,41,5.2439024390243905,17,7.463414634146342,81.53658536585365,0.4146341463414634,58.421951219512195
1050,37,5.081081081081081,18,7.621621621621622,78.05405405405405,0.4864864864864865,53.62162162162162
1051,37,5.027027027027027,25,7.513513513513513,78.86486486486487,0.6756756756756757,48.18918918918919
1052,23,5.956521739130435,13,8.130434782608695,80.52173913043478,0.5652173913043478,46.4
1053,47,4.914893617021277,25,7.382978723404255,81.27659574468085,0.5319148936170213,57.22553191489361
1054,38,4.342105263157895,16,7.342105263157895,80.5,0.42105263157894735,56.71842105263158
1055,35,4.857142857142857,14,7.542857142857143,78.02857142857142,0.4,55.40857142857143
1056,37,6.027027027027027,20,7.783783783783784,81.32432432432432,0.5405405405405406,52.98108108108108
1057,21,6.095238095238095,11,7.190476190476191,83.71428571428571,0.5238095238095238,47.8
1058,24,5.583333333333333,12,7.541666666666667,78.66666666666667,0.5,48.2
1059,44,4.590909090909091,15,7.590909090909091,84.0,0.3409090909090909,62.57272727272728
1060,30,5.3,16,7.333333333333333,80.4,0.5333333333333333,50.120000000000005
1061,45,4.511111111111111,21,7.444444444444445,77.17777777777778,0.4666666666666667,57.153333333333336
1062,23,4.695652173913044,11,7.478260869565218,77.30434782608695,0.4782608695652174,48.04347826086956
1063,20,5.3,12,7.3,81.35,0.6,44.405
1064,20,4.7,7,7.2,78.65,0.35,51.095
1065,31,4.870967741935484,12,7.096774193548387,79.48387096774194,0.3870967741935484,54.63225806451613
1066,21,5.190476190476191,10,7.428571428571429,85.57142857142857,0.47619047619047616,49.785714285714285
1067,26,5.3076923076923075,13,7.1923076923076925,83.15384615384616,0.5,50.34615384615385
1068,45,5.088888888888889,24,7.355555555555555,81.86666666666666,0.5333333333333333,56.56
1069,41,5.317073170731708,17,7.2926829268292686,80.7560975609756,0.4146341463414634,58.18780487804878
1070,46,5.326086956521739,17,7.608695652173913,77.95652173913044,0.3695652173913043,60.7
1071,38,5.894736842105263,22,7.7105263157894735,80.63157894736842,0.5789473684210527,52.02105263157895
1072,41,4.2682926829268295,12,7.2439024390243905,79.48780487804878,0.2926829268292683,61.46585365853659
1073,28,5.464285714285714,13,7.428571428571429,78.28571428571429,0.4642857142857143,50.75714285714286
1074,34,5.0588235294117645,13,7.735294117647059,80.8529411764706,0.38235294117647056,56.385294117647064
1075,34,5.352941176470588,17,7.088235294117647,78.23529411764706,0.5,52.07058823529412
1076,29,5.310344827586207,15,7.758620689655173,77.86206896551724,0.5172413793103449,49.44137931034483
1077,21,4.142857142857143,9,7.523809523809524,81.23809523809524,0.42857142857142855,49.91428571428571
1078,42,5.261904761904762,23,7.285714285714286,75.07142857142857,0.5476190476190477,52.89285714285714
1079,48,4.791666666666667,21,7.729166666666667,80.0,0.4375,60.075
1080,36,4.083333333333333,12,7.666666666666667,77.63888888888889,0.3333333333333333,57.69166666666667
1081,44,5.25,18,7.7727272727272725,79.29545454545455,0.4090909090909091,59.11590909090909
1082,24,4.625,7,7.458333333333333,79.75,0.2916666666666667,54.775
1083,26,5.0,15,7.653846153846154,75.34615384615384,0.5769230769230769,45.69615384615385
1084,38,4.473684210526316,14,7.421052631578948,80.6842105263158,0.3684210526315789,58.35263157894737
1085,41,5.390243902439025,19,7.7560975609756095,77.78048780487805,0.4634146341463415,55.83170731707317
1086,29,5.103448275862069,11,7.655172413793103,79.24137931034483,0.3793103448275862,53.99310344827586
1087,38,5.2105263157894735,18,7.657894736842105,81.0,0.47368421052631576,55.289473684210535
1088,42,4.904761904761905,21,7.404761904761905,80.52380952380952,0.5,55.957142857142856
1089,33,5.0,14,7.7272727272727275,78.84848484848484,0.42424242424242425,54.127272727272725
1090,24,5.291666666666667,13,7.541666666666667,78.25,0.5416666666666666,46.825
1091,35,5.314285714285714,17,7.542857142857143,80.8,0.4857142857142857,53.668571428571425
1092,45,5.2444444444444445,24,7.533333333333333,80.08888888888889,0.5333333333333333,56.02666666666667
1093,44,5.318181818181818,26,7.454545454545454,81.20454545454545,0.5909090909090909,54.23409090909091
1094,31,4.67741935483871,12,7.580645161290323,80.80645161290323,0.3870967741935484,55.02903225806452
1095,39,4.282051282051282,11,7.230769230769231,77.8974358974359,0.28205128205128205,60.50769230769231
1096,37,5.4324324324324325,18,7.594594594594595,79.91891891891892,0.4864864864864865,54.18108108108108
1097,25,5.56,10,7.76,80.36,0.4,52.108000000000004
1098,21,5.857142857142857,11,7.095238095238095,83.0,0.5238095238095238,47.58571428571428
1099,34,5.147058823529412,17,8.205882352941176,80.79411764705883,0.5,52.83823529411765
1100,42,5.261904761904762,16,7.476190476190476,79.76190476190476,0.38095238095238093,59.3
1101,43,4.813953488372093,19,7.837209302325581,77.18604651162791,0.4418604651162791,57.10000000000001
1102,23,4.565217391304348,10,7.3478260869565215,81.52173913043478,0.43478260869565216,50.61304347826088
1103,24,4.625,9,7.916666666666667,79.45833333333333,0.375,52.1875
1104,38,5.605263157894737,16,7.2368421052631575,82.3157894736842,0.42105263157894735,57.263157894736835
1105,34,5.205882352941177,18,7.5588235294117645,82.05882352941177,0.5294117647058824,52.33529411764706
1106,27,4.592592592592593,12,7.148148148148148,81.25925925925925,0.4444444444444444,51.84444444444445
1107,27,5.666666666666667,13,7.2592592592592595,80.44444444444444,0.48148148148148145,50.488888888888894
1108,28,4.75,11,7.5,81.57142857142857,0.39285714285714285,53.885714285714286
1109,47,5.0638297872340425,22,7.446808510638298,77.0,0.46808510638297873,57.85744680851063
1110,49,4.571428571428571,14,7.63265306122449,79.3265306122449,0.2857142857142857,64.8265306122449
1111,42,4.714285714285714,16,7.309523809523809,80.69047619047619,0.38095238095238093,59.57857142857143
1112,42,4.5476190476190474,18,7.476190476190476,80.4047619047619,0.42857142857142855,58.06428571428572
1113,48,5.0625,20,7.520833333333333,80.29166666666667,0.4166666666666667,60.78750000000001
1114,30,3.966666666666667,11,7.733333333333333,78.06666666666666,0.36666666666666664,54.42
1115,34,4.764705882352941,15,7.470588235294118,80.55882352941177,0.4411764705882353,54.53235294117647
1116,36,5.833333333333333,16,7.305555555555555,77.5,0.4444444444444444,54.31666666666667
1117,20,4.95,10,7.55,78.1,0.5,46.42999999999999
1118,38,5.473684210526316,22,7.473684210526316,80.65789473684211,0.5789473684210527,52.02894736842106
1119,43,4.8604651162790695,15,7.348837209302325,80.62790697674419,0.3488372093023256,60.92325581395349
1120,35,5.0,17,7.514285714285714,78.45714285714286,0.4857142857142857,52.965714285714284
1121,44,4.5227272727272725,18,7.5,82.1590909090909,0.4090909090909091,59.974999999999994
1122,28,5.321428571428571,14,7.464285714285714,75.85714285714286,0.5,48.957142857142856
1123,36,5.305555555555555,18,7.527777777777778,80.41666666666667,0.5,53.525
1124,35,5.285714285714286,15,7.428571428571429,76.88571428571429,0.42857142857142855,54.20857142857143
1125,22,5.681818181818182,11,7.7272727272727275,82.13636363636364,0.5,48.44090909090909
1126,31,4.967741935483871,17,7.67741935483871,79.6774193548387,0.5483870967741935,49.85161290322581
1127,33,5.454545454545454,19,7.575757575757576,76.6969696969697,0.5757575757575758,48.93636363636364
1128,35,4.0,12,7.485714285714286,77.4,0.34285714285714286,56.93428571428572
1129,49,5.040816326530612,19,7.571428571428571,79.73469387755102,0.3877551020408163,61.88775510204082
1130,36,5.222222222222222,16,7.5,79.25,0.4444444444444444,54.84166666666667
1131,31,4.548387096774194,14,7.419354838709677,79.35483870967742,0.45161290322580644,52.65806451612903
1132,24,4.375,10,7.291666666666667,80.375,0.4166666666666667,51.2125
1133,40,5.8,19,7.825,78.475,0.475,55.2925
1134,31,4.741935483870968,12,7.419354838709677,82.45161290322581,0.3870967741935484,55.52258064516129
1135,21,4.9523809523809526,9,7.476190476190476,85.47619047619048,0.42857142857142855,51.18571428571428
1136,41,5.170731707317073,17,7.634146341463414,82.0,0.4146341463414634,58.5609756097561
1137,25,5.32,9,7.68,76.36,0.36,52.108
1138,49,5.3061224489795915,28,7.510204081632653,80.59183673469387,0.5714285714285714,56.634693877551015
1139,24,4.583333333333333,12,7.875,79.875,0.5,48.5625
1140,36,5.027777777777778,11,7.361111111111111,78.61111111111111,0.3055555555555556,58.81666666666666
1141,33,4.666666666666667,13,7.636363636363637,82.42424242424242,0.3939393939393939,56.10909090909091
1142,25,3.92,6,7.52,81.2,0.24,57.16
1143,42,5.214285714285714,23,7.619047619047619,81.07142857142857,0.5476190476190477,54.692857142857136
1144,43,5.3023255813953485,19,7.441860465116279,79.13953488372093,0.4418604651162791,57.68604651162791
1145,27,5.777777777777778,10,7.407407407407407,77.77777777777777,0.37037037037037035,53.022222222222226
1146,47,4.553191489361702,19,7.531914893617022,80.34042553191489,0.40425531914893614,60.77446808510638
1147,39,5.0256410256410255,15,7.435897435897436,78.8974358974359,0.38461538461538464,57.730769230769226
1148,40,5.15,17,7.325,80.75,0.425,57.474999999999994
1149,21,5.476190476190476,13,7.714285714285714,83.57142857142857,0.6190476190476191,44.9
1150,21,5.761904761904762,8,7.523809523809524,78.0,0.38095238095238093,50.371428571428574
1151,41,4.682926829268292,17,7.609756097560975,81.17073170731707,0.4146341463414634,58.31219512195123
1152,39,5.461538461538462,17,7.461538461538462,80.35897435897436,0.4358974358974359,56.63076923076923
1153,25,4.24,9,7.4,81.48,0.36,53.644
1154,22,4.681818181818182,6,7.318181818181818,76.72727272727273,0.2727272727272727,53.63636363636364
1155,46,5.326086956521739,25,7.630434782608695,75.6304347826087,0.5434782608695652,54.78478260869565
1156,47,4.8936170212765955,19,7.553191489361702,81.72340425531915,0.40425531914893614,61.189361702127655
1157,34,4.676470588235294,15,7.617647058823529,79.91176470588235,0.4411764705882353,54.33823529411765
1158,20,5.1,10,7.5,82.55,0.5,47.765
1159,28,5.142857142857143,16,7.357142857142857,81.64285714285714,0.5714285714285714,48.55
1160,29,5.827586206896552,14,8.0,80.0,0.4827586206896552,51.11724137931034
1161,49,5.346938775510204,24,7.489795918367347,79.81632653061224,0.4897959183673469,58.851020408163265
1162,33,5.515151515151516,23,7.484848484848484,77.48484848484848,0.696969696969697,45.53636363636363
1163,37,5.45945945945946,15,7.27027027027027,75.45945945945945,0.40540540540540543,55.27567567567567
1164,21,5.761904761904762,12,7.523809523809524,83.80952380952381,0.5714285714285714,46.400000000000006
1165,29,5.241379310344827,11,7.758620689655173,81.72413793103448,0.3793103448275862,54.737931034482756
1166,34,4.617647058823529,18,7.676470588235294,80.61764705882354,0.5294117647058824,51.90294117647059
1167,36,5.138888888888889,19,7.444444444444445,78.72222222222223,0.5277777777777778,52.18333333333334
1168,33,4.757575757575758,14,7.454545454545454,81.27272727272727,0.42424242424242425,54.854545454545445
1169,49,4.612244897959184,17,7.448979591836735,77.28571428571429,0.3469387755102041,62.37755102040816
1170,50,4.62,21,7.72,81.06,0.42,61.718
1171,21,4.809523809523809,10,7.619047619047619,76.28571428571429,0.47619047619047616,47.0
1172,27,5.037037037037037,13,7.592592592592593,79.81481481481481,0.48148148148148145,50.3
1173,40,5.525,18,7.375,80.55,0.45,56.665
1174,37,6.108108108108108,21,7.54054054054054,78.56756756756756,0.5675675675675675,51.343243243243236
1175,24,5.291666666666667,12,7.75,75.66666666666667,0.5,47.3
1176,28,5.714285714285714,19,7.607142857142857,77.46428571428571,0.6785714285714286,44.082142857142856
1177,36,4.694444444444445,18,7.805555555555555,80.05555555555556,0.5,53.416666666666664
1178,33,5.96969696969697,18,7.242424242424242,77.84848484848484,0.5454545454545454,50.19090909090909
1179,48,4.104166666666667,13,7.416666666666667,78.47916666666667,0.2708333333333333,64.61875
1180,23,5.217391304347826,11,7.3478260869565215,80.6086956521739,0.4782608695652174,49.03478260869565
1181,30,5.166666666666667,11,7.266666666666667,78.56666666666666,0.36666666666666664,54.56999999999999
1182,26,4.461538461538462,10,7.423076923076923,81.26923076923077,0.38461538461538464,53.2423076923077
1183,43,4.953488372093023,18,7.511627906976744,78.04651162790698,0.4186046511627907,58.055813953488375
1184,49,5.673469387755102,22,7.510204081632653,79.59183673469387,0.4489795918367347,60.00816326530612
1185,37,5.0,22,7.702702702702703,75.89189189189189,0.5945945945945946,49.729729729729726
1186,46,5.804347826086956,27,7.608695652173913,79.8913043478261,0.5869565217391305,54.75869565217391
1187,27,4.703703703703703,13,7.777777777777778,77.74074074074075,0.48148148148148145,49.67777777777778
1188,21,4.857142857142857,11,7.428571428571429,79.14285714285714,0.5238095238095238,46.42857142857142
1189,26,5.730769230769231,9,7.230769230769231,80.92307692307692,0.34615384615384615,54.292307692307695
1190,41,5.073170731707317,19,7.7317073170731705,81.53658536585365,0.4634146341463415,56.95853658536585
1191,50,5.14,22,7.64,75.94,0.44,59.581999999999994
1192,38,4.526315789473684,15,7.657894736842105,76.15789473684211,0.39473684210526316,56.205263157894734
1193,48,5.270833333333333,21,7.5,80.08333333333333,0.4375,60.1
1194,32,5.40625,12,7.59375,83.5625,0.375,56.61875
1195,33,4.96969696969697,13,7.393939393939394,82.84848484848484,0.3939393939393939,56.236363636363635
1196,37,4.675675675675675,14,7.54054054054054,78.91891891891892,0.3783783783783784,57.12432432432432
1197,29,5.241379310344827,12,7.482758620689655,81.55172413793103,0.41379310344827586,53.65172413793104
1198,48,5.0,24,7.541666666666667,78.5,0.5,57.75
1199,37,4.621621621621622,18,7.162162162162162,82.29729729729729,0.4864864864864865,54.894594594594594
1200,40,4.45,14,7.475,83.125,0.35,60.4375
1201,36,4.916666666666667,16,7.694444444444445,80.44444444444444,0.4444444444444444,55.2
