employee_id,tasks_completed,avg_task_duration,late_tasks,avg_work_hours,performance_score,late_ratio,productivity_score
1001,23,4.739130434782608,8,7.6521739130434785,85.47826086956522,0.34782608695652173,54.40869565217391
1002,41,5.097560975609756,18,7.609756097560975,79.85365853658537,0.43902439024390244,57.18536585365854
1003,24,5.291666666666667,9,7.833333333333333,81.91666666666667,0.375,52.925
1004,24,4.5,9,7.333333333333333,82.70833333333333,0.375,53.162499999999994
1005,27,5.777777777777778,18,7.925925925925926,81.0,0.6666666666666666,45.10000000000001
1006,24,5.5,13,7.833333333333333,76.25,0.5416666666666666,46.225
1007,39,5.641025641025641,22,7.435897435897436,79.64102564102564,0.5641025641025641,52.56923076923077
1008,41,4.7317073170731705,13,7.634146341463414,79.17073170731707,0.3170731707317073,60.639024390243904
1009,49,4.408163265306122,17,7.285714285714286,81.53061224489795,0.3469387755102041,63.65102040816326
1010,23,4.260869565217392,8,7.434782608695652,77.69565217391305,0.34782608695652173,52.07391304347826
1011,26,5.038461538461538,12,7.884615384615385,81.15384615384616,0.46153846153846156,50.9
1012,25,5.04,13,7.64,80.8,0.52,48.64
1013,35,4.228571428571429,13,7.485714285714286,80.37142857142857,0.37142857142857144,56.96857142857143
1014,44,5.068181818181818,19,7.25,81.9090909090909,0.4318181818181818,59.21818181818181
1015,22,4.2727272727272725,12,7.363636363636363,79.81818181818181,0.5454545454545454,46.381818181818176
1016,48,4.708333333333333,18,7.75,78.5,0.375,61.5
1017,37,4.72972972972973,13,7.405405405405405,80.43243243243244,0.35135135135135137,58.389189189189196
1018,26,4.961538461538462,13,7.230769230769231,84.1923076923077,0.5,50.6576923076923
1019,25,5.08,11,7.48,81.6,0.44,51.28
1020,26,4.5,9,7.423076923076923,79.42307692307692,0.34615384615384615,53.8423076923077
1021,33,4.454545454545454,13,7.696969696969697,79.3030303030303,0.3939393939393939,55.17272727272727
1022,36,4.944444444444445,15,7.75,83.38888888888889,0.4166666666666667,56.916666666666664
1023,48,5.270833333333333,18,7.104166666666667,81.72916666666667,0.375,62.46875
1024,50,4.64,20,7.54,79.56,0.4,61.867999999999995
1025,22,4.7272727272727275,10,7.636363636363637,82.0909090909091,0.45454545454545453,49.790909090909096
1026,30,5.566666666666666,17,7.633333333333334,80.9,0.5666666666666667,49.269999999999996
1027,24,4.791666666666667,8,7.791666666666667,83.83333333333333,0.3333333333333333,54.75
1028,37,4.891891891891892,15,7.4324324324324325,81.37837837837837,0.40540540540540543,57.05135135135134
1029,32,4.5,11,7.59375,80.71875,0.34375,56.703125
1030,45,5.822222222222222,25,7.4222222222222225,79.37777777777778,0.5555555555555556,55.14666666666666
1031,21,5.476190476190476,10,7.476190476190476,74.28571428571429,0.47619047619047616,46.400000000000006
1032,50,5.4,21,7.38,81.4,0.42,61.82000000000001
